Area,Area_Lat,Area_Lon,Hospital,Hospital_Lat,Hospital_Lon
Neelankarai,12.9471,80.2536,Apollo Cradle (Karapakkam),12.9186,80.2297
Neelankarai,12.9471,80.2536,Dr. Kamakshi Memorial,12.9345,80.2137
Neelankarai,12.9471,80.2536,Dr. Kamakshi (Pallikaranai),12.9345,80.2137
Neelankarai,12.9471,80.2536,VHS Hospital,12.989,80.2455
Neelankarai,12.9471,80.2536,Kauvery Radial Road,12.932,80.211
Neelankarai,12.9471,80.2536,Prashanth Hospital (Velachery),12.98,80.22
Neelankarai,12.9471,80.2536,Asian Hospital,12.997,80.263
Neelankarai,12.9471,80.2536,Bloom Health Care,12.998,80.255
Neelankarai,12.9471,80.2536,Adyar Cancer Institute,13.004,80.249
Neelankarai,12.9471,80.2536,Cancer Institute (WIA),13.004,80.249
Neelankarai,12.9471,80.2536,Fortis Malar,13.0067,80.2589
Neelankarai,12.9471,80.2536,Subhikshaa Hospital,12.988,80.205
Neelankarai,12.9471,80.2536,Prime Indian Hospital,12.985,80.195
Neelankarai,12.9471,80.2536,Saraswathy Hospital,12.965,80.185
Alwarpet,13.0399,80.2581,Isabel Hospital,13.039,80.261
Alwarpet,13.0399,80.2581,Dr. Agarwal's Eye Hospital,13.039,80.261
Alwarpet,13.0399,80.2581,Venkatramana Hospital,13.035,80.26
Alwarpet,13.0399,80.2581,Kauvery Alwarpet,13.035,80.256
Alwarpet,13.0399,80.2581,MGM Healthcare,13.045,80.255
Alwarpet,13.0399,80.2581,Motherhood Hospital,13.033,80.255
Alwarpet,13.0399,80.2581,Apollo Sugar Clinic,13.033,80.255
Alwarpet,13.0399,80.2581,Apollo Teynampet,13.045,80.25
Alwarpet,13.0399,80.2581,CSI Kalyani Hospital,13.041,80.268
Alwarpet,13.0399,80.2581,Trinity Acute Care,13.03,80.265
Alwarpet,13.0399,80.2581,Rainbow Childrens Hospital,13.05,80.25
Alwarpet,13.0399,80.2581,Cloudnine Hospital (T Nagar),13.045,80.245
Alwarpet,13.0399,80.2581,Apollo Spectra,13.026,80.261
Alwarpet,13.0399,80.2581,Royapettah General,13.055,80.262
Alwarpet,13.0399,80.2581,Be Well Hospital,13.043,80.232
Alwarpet,13.0399,80.2581,Aarthi Scans & Hospital,13.042,80.225
Alwarpet,13.0399,80.2581,Medway Hospital,13.049,80.228
Alwarpet,13.0399,80.2581,Child Trust Hospital,13.055,80.243
Alwarpet,13.0399,80.2581,Kanchi Kamakoti CHILDS Trust,13.055,80.243
Alwarpet,13.0399,80.2581,Fortis Malar,13.0067,80.2589
RA Puram,13.025,80.26,Apollo Spectra,13.026,80.261
RA Puram,13.025,80.26,Motherhood Hospital,13.033,80.255
RA Puram,13.025,80.26,Apollo Sugar Clinic,13.033,80.255
RA Puram,13.025,80.26,Venkatramana Hospital,13.035,80.26
RA Puram,13.025,80.26,Kauvery Alwarpet,13.035,80.256
RA Puram,13.025,80.26,Trinity Acute Care,13.03,80.265
RA Puram,13.025,80.26,Isabel Hospital,13.039,80.261
RA Puram,13.025,80.26,Dr. Agarwal's Eye Hospital,13.039,80.261
RA Puram,13.025,80.26,MGM Healthcare,13.045,80.255
RA Puram,13.025,80.26,Apollo Teynampet,13.045,80.25
RA Puram,13.025,80.26,Fortis Malar,13.0067,80.2589
RA Puram,13.025,80.26,CSI Kalyani Hospital,13.041,80.268
RA Puram,13.025,80.26,Rainbow Childrens Hospital,13.05,80.25
RA Puram,13.025,80.26,Cloudnine Hospital (T Nagar),13.045,80.245
RA Puram,13.025,80.26,Royapettah General,13.055,80.262
RA Puram,13.025,80.26,Adyar Cancer Institute,13.004,80.249
RA Puram,13.025,80.26,Cancer Institute (WIA),13.004,80.249
RA Puram,13.025,80.26,Be Well Hospital,13.043,80.232
RA Puram,13.025,80.26,Aarthi Scans & Hospital,13.042,80.225
RA Puram,13.025,80.26,Bloom Health Care,12.998,80.255
Keelkattalai,12.9405,80.1825,Saraswathy Hospital,12.965,80.185
Keelkattalai,12.9405,80.1825,Dr. Kamakshi Memorial,12.9345,80.2137
Keelkattalai,12.9405,80.1825,Dr. Kamakshi (Pallikaranai),12.9345,80.2137
Keelkattalai,12.9405,80.1825,Kauvery Radial Road,12.932,80.211
Keelkattalai,12.9405,80.1825,Deepam Hospital,12.967,80.148
Keelkattalai,12.9405,80.1825,Lakshmi Nursing Home,12.952,80.147
Keelkattalai,12.9405,80.1825,Parvathy Hospital,12.951,80.145
Keelkattalai,12.9405,80.1825,Kavitha Hospital,12.95,80.144
Keelkattalai,12.9405,80.1825,Rela Institute,12.952,80.14
Keelkattalai,12.9405,80.1825,Prime Indian Hospital,12.985,80.195
Keelkattalai,12.9405,80.1825,Cura Hospital,12.941,80.236
Keelkattalai,12.9405,80.1825,Subhikshaa Hospital,12.988,80.205
Keelkattalai,12.9405,80.1825,Hindu Mission Hospital,12.924,80.128
Keelkattalai,12.9405,80.1825,COSH Hospital,12.925,80.125
Keelkattalai,12.9405,80.1825,Prashanth Hospital (Velachery),12.98,80.22
Keelkattalai,12.9405,80.1825,Apollo OMR (Karapakkam),12.9186,80.2297
Keelkattalai,12.9405,80.1825,Apollo Cradle (Karapakkam),12.9186,80.2297
Keelkattalai,12.9405,80.1825,Raadha Rajendran Hospital,13.002,80.203
Keelkattalai,12.9405,80.1825,St. Thomas Hospital,13.0044,80.2015
Keelkattalai,12.9405,80.1825,Global Gleneagles Health City,12.8761,80.2209
Tambaram,12.9229,80.1275,Hindu Mission Hospital,12.924,80.128
Tambaram,12.9229,80.1275,COSH Hospital,12.925,80.125
Tambaram,12.9229,80.1275,Parvathy Hospital,12.951,80.145
Tambaram,12.9229,80.1275,Kavitha Hospital,12.95,80.144
Tambaram,12.9229,80.1275,Rela Institute,12.952,80.14
Tambaram,12.9229,80.1275,Lakshmi Nursing Home,12.952,80.147
Tambaram,12.9229,80.1275,Deepam Hospital,12.967,80.148
Tambaram,12.9229,80.1275,Saraswathy Hospital,12.965,80.185
Tambaram,12.9229,80.1275,Annai Arul Hospital,12.915,80.095
Tambaram,12.9229,80.1275,Kauvery Radial Road,12.932,80.211
Tambaram,12.9229,80.1275,Dr. Kamakshi Memorial,12.9345,80.2137
Tambaram,12.9229,80.1275,Dr. Kamakshi (Pallikaranai),12.9345,80.2137
Tambaram,12.9229,80.1275,Prime Indian Hospital,12.985,80.195
Tambaram,12.9229,80.1275,Subhikshaa Hospital,12.988,80.205
Tambaram,12.9229,80.1275,SRM Medical College,12.823,80.04
Tambaram,12.9229,80.1275,Cura Hospital,12.941,80.236
Tambaram,12.9229,80.1275,Global Gleneagles Health City,12.8761,80.2209
Tambaram,12.9229,80.1275,Apollo OMR (Karapakkam),12.9186,80.2297
Tambaram,12.9229,80.1275,Apollo Cradle (Karapakkam),12.9186,80.2297
Tambaram,12.9229,80.1275,Prashanth Hospital (Velachery),12.98,80.22
Chromepet,12.9516,80.1462,Parvathy Hospital,12.951,80.145
Chromepet,12.9516,80.1462,Kavitha Hospital,12.95,80.144
Chromepet,12.9516,80.1462,Rela Institute,12.952,80.14
Chromepet,12.9516,80.1462,Lakshmi Nursing Home,12.952,80.147
Chromepet,12.9516,80.1462,Deepam Hospital,12.967,80.148
Chromepet,12.9516,80.1462,Saraswathy Hospital,12.965,80.185
Chromepet,12.9516,80.1462,Hindu Mission Hospital,12.924,80.128
Chromepet,12.9516,80.1462,COSH Hospital,12.925,80.125
Chromepet,12.9516,80.1462,Kauvery Radial Road,12.932,80.211
Chromepet,12.9516,80.1462,Dr. Kamakshi Memorial,12.9345,80.2137
Chromepet,12.9516,80.1462,Dr. Kamakshi (Pallikaranai),12.9345,80.2137
Chromepet,12.9516,80.1462,Prime Indian Hospital,12.985,80.195
Chromepet,12.9516,80.1462,Subhikshaa Hospital,12.988,80.205
Chromepet,12.9516,80.1462,Cura Hospital,12.941,80.236
Chromepet,12.9516,80.1462,Prashanth Hospital (Velachery),12.98,80.22
Chromepet,12.9516,80.1462,Raadha Rajendran Hospital,13.002,80.203
Chromepet,12.9516,80.1462,Global Gleneagles Health City,12.8761,80.2209
Chromepet,12.9516,80.1462,Apollo OMR (Karapakkam),12.9186,80.2297
Chromepet,12.9516,80.1462,Apollo Cradle (Karapakkam),12.9186,80.2297
Chromepet,12.9516,80.1462,St. Thomas Hospital,13.0044,80.2015
